JEFFERSON- PHYSICIAN HEALTH GROUP WADLEY,6/6/22 DV,6/8/22 DV,CF 4/24,N/A CF,KC 08/16/19,CF 4/24,6/13/22 DV,N/A CF,,CF 2/22/19,N/A CF,CF 2/22/19,KC 08/13/19,N/A CF,6/16/22 DV,N/A CF,GA 5.15.22,CF 5/13,,N/A CF,CF 5/13,CF 5/13,6/14/22 DV,6/16/22 DV,CF 5/30,6/16/22 DV,KC 08/13/19,KC 08/14/19,,CF 5/30,GA 6.2.22,,,,,,,,6/2/22 Dv,ga10.25.22,,,,,,2/22/22 DRG,GA 5.19.22,,3/14/22 DV,3/14/22 DV,,,,,,CF 5/30,N/A CF,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAKESIDE HEALTH CLINIC ,6/6/22 DV,6/8/22 DV,NT 8/20/21,NT 8/23/21,NT 8/23/21,NT 8/23/21,6/13/22 DV,NT 8/23/21,,,,,,NT 8/20/21,6/16/22 DV,NT 8/20/21,NT 8/20/21,NT 8/20/21,NT 8/20/21,NT 8/20/21,NT 8/20/21,NT 8/20/21,6/14/22 DV,6/16/22 DV,NT 8/20/21,6/16/22 DV,NT 8/20/21,NT 8/20/21,,NT 8/20/21,n,KM 12/10,NT 8/20/21,NT 8/20/21,,NT 8/20/21,NT 8/20/21,NT 8/20/21,NT 8/23/21,10.27.22 JM,NT 8/23/21,,NT 8/23/21,NT 8/23/21,,2/22/22 DV,,,3/15/22 DV,3/15/22 DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAGED CARE INC,6/6/22 DV,6/3/22 CM,CF 4/24,N/A CF,KC 08/16/19,N/A CF,6/3/22 CM,KC 08/13/19,,N/A CF,N/A CF,N/A CF,N/A CF,KC 08/13/19,6/16/22 DV,N/A 5/13,CF 5/13,CF 5/13,,CF 5/13,CF 5/13,CF 5/13,6/3/22 SH,6/16/22 DV,CF 5/30,6/16/22 DV,KC 08/13/19,KC 08/14/19,N/A 5/30,CF 5/30,MM 2/23/22,,,,5/4 SH,5/4 SH,5/4 SH,,6/2/22 DV,10.27.22 JM,,,,,,2/22/22 KO,,,3/15/22 DV,3/15/22 DV,,,,,,CF 5/30,N/A CF,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARTIN MEDICAL CENTER (TN),6.13.23 ga,6.13.23 ga,6.13.23 ga,6.13.23 ga,6.13.23 JM,,6.13.23 JM,6.13.23 ga,,,,,,6.13.23 ga,,,,,,,,,,,,,,,,,ga6.13.23,,,6.13.23 ga,,,,ga6.13.23,,,,,6.13.23 ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURSEMED LLC,6/6/22 DV,6/8/22 DV,,,,,6/13/22 DV,,,,,,,,6/16/22 DV,,,,,,,,6/14/22 DV,6/16/22 DV,,6/16/22 DV,,,,,AC 6/2/2022,,,,5/5 SH,5/5 SH,5/5 SH,JS 8/17/20,AC 6/2/2022,10.27.22 JM,,,,,,AC 6/2/2022,,,3/15/22 DV,3/15/22 DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTIM MEDICAL CENTER- TATTNALL,6/6/22 DV,6/8/22 DV,MO 9/3/19,MO 9/3/19,MO 9/3/19,MO 9/3/19,6/13/22 DV,,,MO 9/3/19,,MO 9/3/19,MO 9/3/19,,6/16/22 DV,MO 9/3/19,RG 6/1,MO 9/3/19,MO 9/3/19,MO 9/3/19,MO 9/3/19,MO 9/3/19,6/14/22 DV,6/16/22 DV,MO 9/3/19,6/16/22 DV,MO 9/3/19,MO 9/3/19,MO 9/3/19,RG 6/1,20,KM 12/10,MO 9/3/19,,MO 9/3/19,,,,6/2/22 DV,10.27.22 JM,10.02.23ga,,,,,2/22/22 DV,,,3/15/22 DV,3/15/22 DV,,,6.1.23 RG,6.1.23 RG,6.1.23 RG,MO 8/30/19,,RG 6.1.23,RG 6.1.24,RG 6.1.25,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTIM PRIMARY CARE- MILLEN,6/6/22 DV,6/8/22 DV,MO 7/30/19,MO 7/30/19,KC 08/16/19,,6/13/22 DV,N/A KC,,MO 7/30/19,MO 7/30/19,MO 7/30/19,KC 08/13/19,KC 08/13/19,6/16/22 DV,KC 08/13/19,MO 7/30/19,MO 7/30/19,,MO 7/30/19,MO 7/30/19,MO 7/30/19,6/14/22 DV,6/16/22 DV,MO 7/30/19,6/16/22 DV,KC 08/13/19,KC 08/14/19,KC 08/14/19,MO 7/30/19,2/24/22 DV,MO 7/30/19,,MO 7/30/19,,,,,6/2/22 DV,ga10.26.22,,,,,,2/22/22 DV,,,3/14/22GA,3/14/22GA,,,,,,,MO 8/14/19,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPTIM PRIMARY CARE- SYLVANIA,6/6/22 DV,6/8/22 DV,MO 8/2/19,MO 8/2/19,KC 08/16/19,,6/13/22 DV,N/A KC,,MO 8/2/19,MO 8/2/19,MO 8/2/19,KC 08/13/19,KC N/A,6/16/22 DV,KC 08/13/19,MO 8/2/19,MO 8/2/19,,MO 8/2/19,MO 8/2/19,MO 8/2/19,6/14/22 DV,6/16/22 DV,MO 8/2/19,6/16/22 DV,KC 08/13/19,KC 08/14/19,KC 08/14/19,MO 8/2/19,AC 6/2/2022,MO 8/2/19,,MO 8/2/19,5/4 SH,5/4 SH,5/4 SH,,AC 6/2/2022,ga10.26.22,,,,,,AC 6/2/2022,,,3/14/22 MQ,3/14/22 MQ,,,,,,,MO 8/14/19,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIEDMONT PEDIATRICS RHC (FREE-STANDING),6/6/22 DV,KD N/A,KD N/A,KD N/A,KC N/A,KD N/A,6/13/22 DV,KD N/A,,KD N/A,KD N/A,KD N/A,KD N/A,KD N/A,6/16/22 DV,,KD N/A,KD N/A,KD N/A,KD N/A,KD N/A,KD N/A,6/14/22 DV,6/16/22 DV,,6/16/22 DV,,,,,6/2/22 DV,,,,,,,,6/2/22 DV,ga10.23.22,,,,,,6/2/22 Dv,,,3/15/22 DV,3/15/22 DV,,,,,,KD N/A,KD N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIKEVILLE CLINIC,6/6/22 DV,6/8/22 DV,MO 6/21/19,MO 6/21/19,KC 08/16/19,,6/13/22 DV,KC 08/13/19,,N/A,N/A,N/A,N/A,KC 08/13/19,6/14/22 DV,KC 08/13/19,MO 6/21/19,MO 6/21/19,,MO 6/21/19,MO 6/21/19,MO 6/21/19,6/14/22 DV,6/14/22 DV,MO 6/21/19,6/14/22 DV,KC 08/13/19,KC 08/14/19,,,MM 2/28/22,N/A,,,5/4 SH,5/4 SH,5/4 SH,,6/2/22 DV,ga10.23.22,,,,,,2/22/22 MO,,,3/15/22 DV,3/15/22 DV,,,,,,n/a,n/a,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIKEVILLE URGENT CARE,6/6/22 DV,6/8/22 DV,MO 6/24/19,MO 6/24/20,KC 08/16/19,,6/13/22 DV,KC 08/13/19,,N/A,N/A,N/A,N/A,KC 08/13/19,6/14/22 DV,KC 08/13/19,MO 6/24/19,MO 6/24/19,,MO 6/24/19,MO 6/24/19,MO 6/24/19,6/14/22 DV,6/14/22 DV,MO 6/24/19,6/14/22 DV,KC 08/13/19,KC 08/14/19,,,n/a,n/a,,JS 7/20/19,5/4 AW,5/4 AW,5/4 AW,,6/2/22 DV,ga10.27.22,,,,,,2/22/22 DV,,,3/15/22 DV,3/15/22 DV,,,,,,n/a,n/a,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTTSBORO FAMILY PHYSICIANS PC  (RHC),6/6/22 DV,6/8/22 DV,,,,,6/13/22 DV,,,,,,,,6/14/22 DV,,,,,,,,6/14/22 DV,6/14/22 DV,,6/14/22 DV,,,,,AC 6/2/2022,,,,,,,,AC 6/2/2022,GA10.27.22,,,,,,AC 6/2/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga5.16.22,ga5.16.22,,
Southern Health Corp of Houston,6/6/22 DV,6/8/22 DV,,,,,6/13/22 DV,,,,,,,,6/14/22 DV,,,,,,,,6/14/22 DV,6/14/22 DV,,6/14/22 DV,,,,,AC 6/2/2022,,,,,,,,AC 6/2/2022,GA10.27.22,,,,,,AC 6/2/2022,,,3/15/22 DV,3/15/22 DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYCAMORE HEALTH CARE,6/6/22 DV,6/8/22 DV,KMD 1/24/19,n/a,KC 08/16/19,N/A,6/13/22 DV,KC 08/13/19,,N/A,N/A,N/A,N/A,KC 08/13/19,6/14/22 DV,,KMD 2/14/19,N/A,,,,,6/14/22 DV,6/14/22 DV,,6/14/22 DV,,,,,MM 2/28/22,,,,5/4 AW,5/4 AW,5/4 AW,,6/2/22 DV,GA10.27.22,,,,,,2/22/22 DV,,,3/15/22 DV,3/15/22 DV,,,,,,,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
